Operon,GeneName,Locus Name,GI,Strand,Pos. Left(pb),PosRight,Position
640,oppB,b1244,16129205,1,1300923,1301843,2
640,oppC,b1245,16129206,1,1301858,1302766,3
640,oppD,b1246,49176090,1,1302778,1303791,4
640,oppF,b1247,16129208,1,1303788,1304792,5
641,cls,b1249,16129210,-1,1305209,1306669,1
641,yciU,b1248,90111236,-1,1304845,1305174,2
642,kch,b1250,16129211,-1,1307040,1308293,1
643,yciI,b1251,90111237,-1,1308593,1308889,1
644,tonB,b1252,16129213,1,1309113,1309832,1
645,yciA,b1253,16129214,-1,1309872,1310270,1
646,yciC,b1255,16129216,-1,1310944,1311687,1
646,yciB,b1254,16129215,-1,1310375,1310914,2
647,ompW,b1256,16129217,1,1312044,1312682,1
648,yciG,b1259,90111238,-1,1313880,1314059,1
648,yciF,b1258,16129219,-1,1313294,1313794,2
648,yciE,b1257,16129218,-1,1312742,1313248,3
649,trpE,b1264,16129225,-1,1319408,1320970,1
649,trpD,b1263,16129224,-1,1317813,1319408,2
649,trpC,b1262,90111239,-1,1316451,1317809,3
649,trpB,b1261,16129222,-1,1315246,1316439,4
649,trpA,b1260,16129221,-1,1314440,1315246,5
650,trpL,b1265,16129226,-1,1321062,1321106,1
651,yciV,b1266,16129227,1,1321244,1322125,1
651,yciO,b1267,162135901,1,1322122,1322742,2
651,yciQ,b1268,16129229,1,1322770,1324665,3
652,rluB,b1269,16129230,1,1324876,1325751,1
653,yciK,b1271,16129232,-1,1326378,1327136,1
653,btuR,b1270,16129231,-1,1325791,1326381,2
654,sohB,b1272,16129233,1,1327356,1328405,1
655,yciN,b1273,16129234,-1,1328441,1328692,1
656,topA,b1274,16129235,1,1329072,1331669,1
657,cysB,b1275,16129236,1,1331879,1332853,1
658,acnA,b1276,16129237,1,1333855,1336530,1
659,ribA,b1277,16129238,-1,1336594,1337184,1
660,pgpB,b1278,16129239,1,1337354,1338118,1
661,yciS,b1279,16129240,1,1338267,1338575,1
661,yciM,b1280,16129241,1,1338582,1339751,2
662,pyrF,b1281,16129242,1,1339945,1340682,1
662,yciH,b1282,90111241,1,1340682,1341008,2
663,osmB,b1283,16129244,-1,1341134,1341352,1
664,yciT,b1284,16129245,-1,1341621,1342370,1
665,gmr,b1285,16129246,-1,1342781,1344766,1
666,rnb,b1286,16129247,-1,1345002,1346936,1
667,yciW,b1287,90111242,-1,1347004,1348131,1
668,fabI,b1288,16129249,-1,1348275,1349063,1
669,ycjD,b1289,16129250,-1,1349431,1349784,1
670,sapA,b1294,16129255,-1,1353491,1355134,1
670,sapB,b1293,16129254,-1,1352529,1353494,2
670,sapC,b1292,16129253,-1,1351652,1352542,3
670,sapD,b1291,16129252,-1,1350660,1351652,4
670,sapF,b1290,16129251,-1,1349852,1350658,5
671,ymjA,b1295,16129256,-1,1355447,1355692,1
672,puuP,b1296,90111243,-1,1355826,1357211,1
673,puuA,b1297,90111244,-1,1357514,1358932,1
674,puuD,b1298,90111245,1,1359144,1359908,1
674,puuR,b1299,16129260,1,1359935,1360492,2
675,puuC,b1300,16129261,1,1360767,1362254,1
675,puuB,b1301,16129262,1,1362256,1363536,2
675,puuE,b1302,16129263,1,1363574,1364839,3
676,pspF,b1303,90111246,-1,1364959,1365936,1
677,pspA,b1304,16129265,1,1366103,1366771,1
677,pspB,b1305,16129266,1,1366825,1367049,2
677,pspC,b1306,16129267,1,1367049,1367408,3
677,pspD,b1307,16129268,1,1367417,1367638,4
678,pspE,b1308,16129269,1,1367713,1368027,1
679,ycjM,b1309,90111247,1,1368240,1369919,1
679,ycjN,b1310,16129271,1,1369933,1371225,2
679,ycjO,b1311,16129272,1,1371246,1372127,3
679,ycjP,b1312,16129273,1,1372114,1372956,4
679,ycjQ,b1313,16129274,1,1372987,1374039,5
679,ycjR,b1314,90111248,1,1374058,1374846,6
679,ycjS,b1315,16129276,1,1374856,1375911,7
679,ycjT,b1316,16129277,1,1375908,1378175,8
679,ycjU,b1317,16129278,1,1378172,1378831,9
680,ompG,b1319,16129280,1,1379971,1380876,1
681,ycjW,b1320,16129281,-1,1380987,1381985,1
682,ycjX,b1321,16129282,1,1382141,1383538,1
682,ycjF,b1322,16129283,1,1383535,1384596,2
682,tyrR,b1323,16129284,1,1384744,1386285,3
683,tpx,b1324,16129285,-1,1386329,1386835,1
684,ycjG,b1325,90111249,1,1386954,1387919,1
685,mpaA,b1326,226524711,-1,1387894,1388622,1
686,ycjY,b1327,221800781,-1,1388957,1389877,1
687,ycjZ,b1328,16129289,1,1390015,1390914,1
688,mppA,b1329,90111250,1,1391251,1392864,1
689,ynaI,b1330,16129291,-1,1392915,1393946,1
690,insH,b1331,16129292,1,1394100,1395116,1
691,ynaJ,b1332,16129293,1,1395389,1395646,1
692,fnr,b1334,16129295,-1,1396798,1397550,1
692,uspE,b1333,16129294,-1,1395696,1396646,2
693,abgA,b1338,90111252,-1,1401279,1402589,1
693,abgB,b1337,16129298,-1,1399834,1401279,2
693,abgT,b1336,90111251,-1,1398271,1399797,3
693,ogt,b1335,16129296,-1,1397745,1398260,4
694,abgR,b1339,16129300,1,1402765,1403673,1
695,ydaL,b1340,16129301,1,1404003,1404566,1
696,ydaM,b1341,90111253,-1,1404587,1405819,1
697,ydaN,b1342,16129303,1,1406074,1407057,1
698,dbpA,b1343,16129304,1,1407535,1408908,1
699,ydaQ,b1346,90111254,-1,1411261,1411476,1
699,intR,b1345,16129306,-1,1410024,1411259,2
699,ttcA,b1344,16129305,-1,1409037,1409972,3
700,recE,b1350,16129311,-1,1412810,1415410,1
700,recT,b1349,16129310,-1,1412008,1412817,2
700,ralR,b1348,16129309,-1,1411757,1411951,3
700,ydaC,b1347,16129308,-1,1411555,1411764,4
701,racC,b1351,16129312,-1,1415512,1415787,1
702,kilR,b1352,90111255,-1,1416032,1416253,1
702,ydaE,b4526,94541109,-1,1415862,1416032,2
703,sieB,b1353,90111256,1,1416695,1417183,1
704,ydaG,b1355,90111257,-1,1417346,1417480,1
704,ydaF,b4527,94541091,-1,1417180,1417335,2
705,racR,b1356,16129317,-1,1417789,1418265,1
706,ydaS,b1357,16129318,1,1418389,1418685,1
706,ydaT,b1358,16129319,1,1418708,1419130,2
706,ydaU,b1359,16129320,1,1419143,1420000,3
706,ydaV,b1360,16129321,1,1420007,1420753,4
707,trkG,b1363,16129324,1,1421806,1423263,1
708,ynaK,b1365,16129326,1,1423401,1423664,1
709,insH,b1370,16129331,-1,1425770,1426750,1
710,stfR,b1372,90111261,1,1427073,1430435,1
710,tfaR,b1373,16129334,1,1430435,1431010,2
711,pinR,b1374,16129335,-1,1431108,1431698,1
712,ynaE,b1375,16129336,-1,1432015,1432281,1
713,uspF,b1376,90111262,-1,1433209,1433643,1
714,ompN,b1377,16129338,-1,1433784,1434917,1
715,ydbK,b1378,16129339,-1,1435284,1438808,1
716,ldhA,b1380,16129341,-1,1439878,1440867,1
716,hslJ,b1379,16129340,-1,1439345,1439767,2
717,ydbH,b1381,16129342,1,1441075,1443714,1
718,ynbE,b1382,16129343,1,1443711,1443896,1
718,ydbL,b1383,90111263,1,1443904,1444230,2
719,feaR,b1384,16129345,-1,1444402,1445307,1
720,feaB,b1385,90111264,1,1445543,1447042,1
721,paaZ,b1387,16129348,-1,1449621,1451666,1
721,tynA,b1386,162135920,-1,1447100,1449373,2
722,paaA,b1388,16129349,1,1451951,1452880,1
722,paaB,b1389,16129350,1,1452892,1453179,2
722,paaC,b1390,16129351,1,1453188,1453934,3
722,paaD,b1391,226524712,1,1453949,1454446,4
722,paaE,b1392,16129353,1,1454454,1455524,5
722,paaF,b1393,16129354,1,1455521,1456288,6
722,paaG,b1394,16129355,1,1456288,1457076,7
722,paaH,b1395,16129356,1,1457078,1458505,8
722,paaI,b1396,16129357,1,1458495,1458917,9
722,paaJ,b1397,16129358,1,1458917,1460122,10
722,paaK,b1398,16129359,1,1460149,1461462,11
722,paaX,b1399,16129360,1,1461563,1462513,12
722,paaY,b1400,16129361,1,1462495,1463085,13
723,insC,b1403,145698254,-1,1466808,1467173,1
723,insD,b1402,16129363,-1,1465945,1466850,2
724,insI,b1404,16129365,1,1467382,1468533,1
725,ydbC,b1406,16129367,1,1472245,1473105,1
725,ydbD,b1407,90111266,1,1473168,1475474,2
726,ynbA,b1408,90111267,1,1475645,1476250,1
726,ynbB,b1409,16129370,1,1476250,1477146,2
726,ynbC,b1410,16129371,1,1477162,1478919,3
726,ynbD,b1411,16129372,1,1478933,1480225,4
727,azoR,b1412,16129373,-1,1480279,1480884,1
728,hrpA,b1413,145698255,1,1481085,1484987,1
729,ydcF,b1414,16129375,1,1485259,1486059,1
730,aldA,b1415,16129376,1,1486256,1487695,1
731,cybB,b1418,90111268,1,1488926,1489456,1
732,ydcA,b1419,16129378,1,1489701,1489874,1
733,mokB,b1420,16129379,-1,1489986,1490153,1
734,trg,b1421,16129380,1,1490494,1492134,1
735,ydcI,b1422,90111269,-1,1492172,1493095,1
736,ydcJ,b1423,16129382,1,1493312,1494655,1
737,opgD,b1424,145698256,1,1494880,1496535,1
738,ydcH,b1426,90111271,1,1496675,1496899,1
738,rimL,b1427,16129386,1,1496962,1497501,2
739,ydcK,b1428,16129387,-1,1497493,1498473,1
740,tehA,b1429,16129388,1,1498597,1499589,1
740,tehB,b1430,16129389,1,1499586,1500179,2
741,ydcL,b1431,16129390,1,1500481,1501149,1
742,insQ,b1432,288551665,1,1501741,1502889,1
743,ydcO,b1433,90111272,-1,1502929,1504104,1
744,ydcN,b1434,16129393,1,1504196,1504732,1
745,ydcP,b1435,90111273,1,1504805,1506766,1
746,yncJ,b1436,16129395,-1,1506858,1507088,1
747,ydcR,b1439,16129398,1,1508027,1509433,1
748,ydcS,b1440,16129399,1,1509678,1510823,1
748,ydcT,b1441,16129400,1,1510841,1511854,2
748,ydcU,b1442,16129401,1,1511855,1512796,3
748,ydcV,b1443,16129402,1,1512786,1513580,4
748,prr,b1444,16129403,1,1513602,1515026,5
749,ydcX,b1445,90111274,1,1515413,1515586,1
750,ydcY,b1446,16129405,1,1515672,1515905,1
751,yncA,b1448,16129407,-1,1516352,1516870,1
751,ydcZ,b1447,16129406,-1,1515906,1516355,2
752,yncB,b1449,226524714,1,1517051,1518088,1
753,mcbR,b1450,90111276,1,1518286,1518951,1
754,yncD,b1451,16129410,-1,1518987,1521089,1
755,yncE,b1452,16129411,1,1521331,1522392,1
756,ansP,b1453,90111277,-1,1522505,1524004,1
757,yncG,b1454,16129413,1,1524271,1524888,1
758,yncH,b1455,16129414,1,1524964,1525176,1
759,ydcD,b1457,16129416,1,1527946,1528428,1
760,ydcC,b1460,16129419,1,1529840,1530976,1
761,pptA,b1461,16129420,1,1531076,1531309,1
762,yddH,b1462,90111278,-1,1531306,1531875,1
763,nhoA,b1463,16129422,1,1532048,1532893,1
764,yddE,b1464,16129423,-1,1532989,1533882,1
765,narU,b1469,16129428,-1,1540696,1542084,1
765,narZ,b1468,16129427,-1,1536874,1540614,2
765,narY,b1467,16129426,-1,1535333,1536877,3
765,narW,b1466,16129425,-1,1534638,1535333,4
765,narV,b1465,16129424,-1,1533961,1534641,5
766,yddJ,b1470,16129429,-1,1542408,1542743,1
767,yddG,b1473,145698260,-1,1544312,1545193,1
768,fdnG,b1474,16129433,1,1545425,1548472,1
768,fdnH,b1475,16129434,1,1548485,1549369,2
768,fdnI,b1476,16129435,1,1549362,1550015,3
769,yddM,b1477,145698261,-1,1550422,1550706,1
770,adhP,b1478,90111280,-1,1550852,1551862,1
771,maeA,b1479,90111281,-1,1551996,1553693,1
772,sra,b1480,16129439,-1,1553850,1553987,1
773,bdm,b1481,90111282,-1,1554089,1554304,1
774,osmC,b1482,16129441,1,1554649,1555080,1
775,ddpX,b1488,16129447,-1,1560519,1561100,1
775,ddpA,b1487,16129446,-1,1558955,1560505,2
775,ddpB,b1486,16129445,-1,1557931,1558953,3
775,ddpC,b1485,16129444,-1,1557038,1557934,4
775,ddpD,b1484,16129443,-1,1556055,1557041,5
775,ddpF,b1483,16129442,-1,1555136,1556062,6
776,dosC,b1490,145698262,-1,1563782,1565164,1
776,dosP,b1489,162135902,-1,1561358,1563757,2
777,yddW,b1491,16129450,-1,1565528,1566847,1
778,gadB,b1493,16129452,-1,1568669,1570069,1
778,gadC,b1492,16129451,-1,1566978,1568513,2
779,yddA,b1496,16129455,-1,1575681,1577366,1
779,yddB,b1495,16129454,-1,1573271,1575643,2
779,pqqL,b1494,16129453,-1,1570431,1573226,3
780,ydeN,b1498,90111286,-1,1578866,1580548,1
780,ydeM,b1497,90111285,-1,1577657,1578814,2
781,ydeO,b1499,16129458,-1,1580950,1581711,1
782,safA,b1500,16129459,-1,1581786,1581983,1
783,ydeP,b1501,16129460,-1,1582231,1584510,1
784,ydeS,b1504,16129463,-1,1586333,1586863,1
784,ydeR,b1503,16129462,-1,1585817,1586320,2
784,ydeQ,b1502,16129461,-1,1584844,1585758,3
785,hipB,b1508,16129467,-1,1590200,1590466,1
785,hipA,b1507,16129466,-1,1588878,1590200,2
786,lsrR,b1512,16129471,-1,1598312,1599265,1
786,lsrK,b1511,49176118,-1,1596641,1598233,2
787,lsrA,b1513,16129472,1,1599514,1601049,1
787,lsrC,b1514,16129473,1,1601043,1602071,2
787,lsrD,b1515,16129474,1,1602071,1603063,3
787,lsrB,b1516,16129475,1,1603075,1604097,4
787,lsrF,b1517,16129476,1,1604124,1604999,5
787,lsrG,b1518,16129477,1,1605023,1605313,6
787,tam,b1519,16129478,1,1605370,1606128,7
788,yneE,b1520,90111287,-1,1606132,1607046,1
789,uxaB,b1521,49176119,-1,1607253,1608704,1
790,yneF,b1522,16129481,-1,1608931,1609878,1
791,sad,b1525,90111288,-1,1611339,1612727,1
791,yneH,b1524,16129483,-1,1610349,1611275,2
791,yneG,b1523,16129482,-1,1609990,1610349,3
792,yneJ,b1526,16129485,1,1612828,1613709,1
793,yneK,b1527,16129486,1,1613787,1614902,1
794,ydeA,b1528,16129487,1,1615052,1616242,1
795,marC,b1529,16129488,-1,1616267,1616932,1
796,marR,b1530,90111289,1,1617144,1617578,1
796,marA,b1531,90111290,1,1617598,1617981,2
796,marB,b1532,16129491,1,1618013,1618231,3
797,eamA,b1533,90111291,-1,1618262,1619161,1
798,ydeE,b1534,16129493,1,1619356,1620543,1
799,ydeH,b1535,16129494,-1,1620984,1621874,1
799,mgrR,b4698,,-1,1620841,1620938,2
800,ydeI,b1536,16129495,-1,1622129,1622521,1
801,ydeJ,b1537,16129496,1,1622797,1623315,1
802,dcp,b1538,16129497,-1,1623359,1625404,1
803,ydfG,b1539,16129498,1,1625541,1626287,1
804,ydfH,b1540,16129499,1,1626376,1627062,1
805,ydfZ,b1541,16129500,1,1627239,1627442,1
806,ydfI,b1542,16129501,-1,1627477,1628937,1
807,ydfK,b1544,16129503,1,1631063,1631329,1
808,pinQ,b1545,16129504,1,1631646,1632236,1
809,stfQ,b1547,16129506,-1,1632909,1633871,1
809,tfaQ,b1546,16129505,-1,1632334,1632909,2
810,gnsB,b1550,90111293,-1,1635633,1635806,1
811,ynfN,b1551,90111294,-1,1635978,1636133,1
812,cspI,b1552,16129511,-1,1636479,1636691,1
813,rzpQ,b1553,16129512,-1,1637054,1637551,1
814,essQ,b1556,90111295,-1,1638394,1638609,1
814,ydfR,b1555,16129514,-1,1638078,1638389,2
814,arrQ,b1554,16129513,-1,1637548,1638081,3
815,cspB,b1557,16129516,-1,1639363,1639578,1
816,cspF,b1558,16129517,1,1639879,1640091,1
817,ydfU,b1560,226524716,-1,1641279,1642328,1
817,quuQ,b1559,90111296,-1,1640513,1641265,2
818,rem,b1561,16129520,-1,1642675,1642926,1
819,hokD,b1562,16129521,-1,1643143,1643298,1
820,relB,b1564,16129523,-1,1643657,1643896,1
820,relE,b1563,16129522,-1,1643370,1643657,2
821,ydfV,b1565,16129524,1,1643921,1644226,1
822,flxA,b1566,16129525,1,1644429,1644761,1
823,dicC,b1569,16129528,-1,1645644,1645874,1
824,dicA,b1570,16129529,1,1645958,1646365,1
825,ydfA,b1571,16129530,1,1646532,1646687,1
825,ydfB,b1572,90111298,1,1646689,1646817,2
825,ydfC,b1573,16129532,1,1646847,1647065,3
826,dicF,b1574,,1,1647406,1647458,1
827,dicB,b1575,16129533,1,1647633,1647821,1
827,ydfD,b1576,16129534,1,1647818,1648009,2
828,rspA,b1581,16129539,-1,1651951,1653165,1
828,rspB,b1580,16129538,-1,1650920,1651939,2
829,ynfA,b1582,16129540,-1,1653371,1653697,1
830,ynfB,b1583,16129541,1,1653832,1654173,1
830,speG,b1584,16129542,1,1654208,1654768,2
831,ynfC,b1585,90111299,-1,1654771,1655481,1
832,ynfD,b1586,90111300,1,1655589,1655894,1
833,ynfE,b1587,16129545,1,1656093,1658519,1
833,ynfF,b1588,171701681,1,1658580,1661003,2
833,ynfG,b1589,16129547,1,1661014,1661631,3
833,ynfH,b1590,16129548,1,1661633,1662487,4
833,dmsD,b1591,90111302,1,1662530,1663144,5
834,clcB,b1592,90111303,1,1663339,1664595,1
835,ynfK,b1593,90111304,-1,1664548,1665243,1
836,dgsA,b1594,16129552,-1,1665368,1666588,1
837,ynfL,b1595,16129553,-1,1666723,1667616,1
838,ynfM,b1596,16129554,1,1667723,1668976,1
839,asr,b1597,90111305,1,1669400,1669708,1
840,ydgD,b1598,16129556,1,1669984,1670805,1
841,mdtJ,b1600,16129558,-1,1671160,1671525,1
841,mdtI,b1599,16129557,-1,1670844,1671173,2
842,tqsA,b1601,16129559,1,1671937,1672971,1
843,pntA,b1603,16129561,-1,1674395,1675927,1
843,pntB,b1602,16129560,-1,1672996,1674384,2
844,ydgH,b1604,16129562,1,1676451,1677395,1
845,ydgI,b1605,16129563,1,1677581,1678963,1
845,folM,b1606,16129564,1,1679000,1679722,2
846,ydgC,b1607,16129565,-1,1679719,1680054,1
847,rstA,b1608,145698268,1,1680183,1680902,1
847,rstB,b1609,16129567,1,1680906,1682207,2
848,tus,b1610,16129568,1,1682283,1683212,1
849,fumA,b1612,16129570,-1,1684755,1686401,1
849,fumC,b1611,16129569,-1,1683209,1684612,2
850,manA,b1613,49176125,1,1686600,1687775,1
851,ydgA,b1614,16129572,1,1687876,1689384,1
852,uidC,b1615,90111306,-1,1689610,1690875,1
853,uidA,b1617,16129575,-1,1692284,1694095,1
853,uidB,b1616,16129574,-1,1690914,1692287,2
854,uidR,b1618,16129576,-1,1694486,1695076,1
855,malI,b1620,16129578,-1,1696176,1697204,1
855,hdhA,b1619,16129577,-1,1695297,1696064,2
856,malX,b1621,16129579,1,1697379,1698971,1
856,malY,b1622,16129580,1,1698981,1700153,2
857,add,b1623,16129581,1,1700257,1701258,1
858,ydgJ,b1624,90111307,-1,1701292,1702332,1
859,cnu,b1625,16129583,1,1702973,1703188,1
860,ydgK,b1626,90111308,1,1703274,1703714,1
861,rsxA,b1627,16129585,1,1703791,1704372,1
861,rsxB,b1628,16129586,1,1704372,1704950,2
861,rsxC,b1629,16129587,1,1704943,1707165,3
861,rsxD,b1630,16129588,1,1707166,1708224,4
861,rsxG,b1631,16129589,1,1708228,1708848,5
861,rsxE,b1632,16129590,1,1708852,1709547,6
861,nth,b1633,16129591,1,1709547,1710182,7
862,dtpA,b1634,16129592,1,1710793,1712295,1
863,gst,b1635,16129593,1,1712401,1713006,1
864,mliC,b1639,90111309,-1,1716090,1716419,1
864,pdxH,b1638,16129596,-1,1715375,1716031,2
864,tyrS,b1637,16129595,-1,1713972,1715246,3
864,pdxY,b1636,16129594,-1,1713050,1713913,4
865,anmK,b1640,16129598,-1,1716517,1717626,1
866,slyB,b1641,49176129,1,1717900,1718367,1
867,slyA,b1642,90111310,-1,1718414,1718848,1
868,ydhI,b1643,16129601,1,1719049,1719285,1
868,ydhJ,b1644,90111311,1,1719288,1720145,2
868,ydhK,b1645,16129603,1,1720145,1722157,3
869,sodC,b1646,16129604,-1,1722158,1722679,1
870,ydhL,b1648,90111312,-1,1723705,1723944,1
870,ydhF,b1647,49176131,-1,1722760,1723656,2
871,nemR,b1649,145698269,1,1724047,1724646,1
871,nemA,b1650,16129608,1,1724683,1725780,2
871,gloA,b1651,16129609,1,1725861,1726268,3
872,rnt,b1652,16129610,1,1726371,1727018,1
872,lhr,b1653,16129611,1,1727111,1731727,2
873,grxD,b1654,16129612,-1,1731778,1732125,1
874,ydhO,b1655,16129613,1,1732459,1733274,1
875,sodB,b1656,16129614,1,1733402,1733983,1
876,ydhP,b1657,16129615,-1,1734145,1735314,1
877,purR,b1658,16129616,1,1735868,1736893,1
878,ydhB,b1659,16129617,-1,1736890,1737822,1
879,ydhC,b1660,49176132,1,1737935,1739146,1
880,cfa,b1661,16129619,1,1739437,1740585,1
881,ribC,b1662,16129620,-1,1740625,1741266,1
882,mdtK,b1663,49176133,1,1741481,1742854,1
883,ydhQ,b1664,16129622,-1,1742895,1744151,1
884,valV,b1665,,1,1744459,1744535,1
884,valW,b1666,,1,1744540,1744616,2
885,ydhR,b1667,16129623,1,1744724,1745029,1
886,ydhS,b1668,16129624,1,1745155,1746759,1
887,ydhX,b1671,226524717,-1,1748369,1749037,1
887,ydhU,b1670,16129626,-1,1747587,1748372,2
887,ydhT,b1669,16129625,-1,1746771,1747583,3
888,ydhY,b1674,16129630,-1,1751875,1752501,1
888,ydhV,b1673,16129629,-1,1749752,1751854,2
888,ydhW,b1672,16129628,-1,1749101,1749748,3
889,ydhZ,b1675,16129631,-1,1752956,1753165,1
890,pykF,b1676,16129632,1,1753722,1755134,1
891,lpp,b1677,16129633,1,1755445,1755681,1
892,ynhG,b1678,16129634,-1,1755745,1756749,1
893,sufA,b1684,16129640,-1,1762042,1762410,1
893,sufB,b1683,90111315,-1,1760546,1762033,2
893,sufC,b1682,16129638,-1,1759790,1760536,3
893,sufD,b1681,16129637,-1,1758544,1759815,4
893,sufS,b1680,16129636,-1,1757327,1758547,5
893,sufE,b1679,16129635,-1,1756898,1757314,6
894,ydiH,b1685,226524718,-1,1762958,1763146,1
895,ydiJ,b1687,16129643,-1,1763653,1766709,1
895,ydiI,b1686,16129642,-1,1763246,1763656,2
896,ydiK,b1688,16129644,1,1767098,1768210,1
897,ydiL,b1689,90111316,1,1768639,1768995,1
898,ydiM,b1690,16129646,1,1769095,1770309,1
899,ydiN,b1691,226524719,1,1770536,1771801,1
899,ydiB,b1692,16129648,1,1771813,1772679,2
899,aroD,b1693,16129649,1,1772710,1773468,3
900,ydiF,b1694,16129650,1,1773611,1775206,1
900,ydiO,b1695,90111318,1,1775220,1776371,2
901,ydiP,b1696,16129652,-1,1776414,1777325,1
902,ydiQ,b1697,16129653,1,1777641,1778405,1
902,ydiR,b1698,16129654,1,1778425,1779363,2
902,ydiS,b1699,16129655,1,1779419,1780708,3
902,ydiT,b1700,16129656,1,1780705,1780998,4
902,fadK,b1701,145698273,1,1781055,1782701,5
903,ppsA,b1702,16129658,-1,1782758,1785136,1
904,ppsR,b1703,16129659,1,1785469,1786302,1
905,aroH,b1704,16129660,1,1786459,1787505,1
906,ydiE,b1705,16129661,1,1787637,1787828,1
907,ydiV,b1707,16129663,-1,1789331,1790044,1
907,ydiU,b1706,16129662,-1,1787832,1789268,2
908,nlpC,b1708,16129664,-1,1790291,1790755,1
909,btuC,b1711,16129667,-1,1792196,1793176,1
909,btuE,b1710,16129666,-1,1791582,1792133,2
909,btuD,b1709,16129665,-1,1790833,1791582,3
910,pheS,b1714,16129670,-1,1795983,1796966,1
910,pheT,b1713,16129669,-1,1793581,1795968,2
910,ihfA,b1712,16129668,-1,1793277,1793576,3
911,pheM,b1715,16129671,-1,1797250,1797294,1
912,thrS,b1719,16129675,-1,1798666,1800594,1
912,infC,b1718,16129674,-1,1798120,1798662,2
912,rpmI,b1717,49176137,-1,1797826,1798023,3
912,rplT,b1716,16129672,-1,1797417,1797773,4
913,ydiY,b1722,16129676,-1,1803349,1804107,1
914,pfkB,b1723,49176138,1,1804394,1805323,1
915,ydiZ,b1724,16129678,1,1805424,1805714,1
916,yniA,b1725,16129679,1,1805820,1806680,1
917,yniB,b1726,16129680,-1,1806721,1807257,1
918,yniC,b1727,16129681,1,1807404,1808072,1
919,ydjM,b1728,226524720,1,1808235,1808825,1
920,ydjN,b1729,16129683,1,1808958,1810349,1
921,ydjO,b1730,226524721,-1,1810353,1811156,1
922,cedA,b1731,145698276,-1,1811445,1811687,1
923,katE,b1732,49176140,1,1811891,1814152,1
924,chbB,b1738,16129692,-1,1819323,1819643,1
924,chbC,b1737,16129691,-1,1817880,1819238,2
924,chbA,b1736,16129690,-1,1817479,1817829,3
924,chbR,b1735,16129689,-1,1816629,1817471,4
924,chbF,b1734,16129688,-1,1815172,1816524,5
924,chbG,b1733,16129687,-1,1814410,1815159,6
925,osmE,b1739,16129693,-1,1819942,1820280,1
926,nadE,b1740,16129694,1,1820482,1821309,1
927,cho,b1741,16129695,1,1821539,1822426,1
928,ves,b1742,90111320,-1,1822386,1822961,1
929,spy,b1743,16129697,-1,1823164,1823649,1
930,astC,b1748,16129702,-1,1828786,1830006,1
930,astA,b1747,16129701,-1,1827755,1828789,2
930,astD,b1746,16129700,-1,1826280,1827758,3
930,astB,b1745,16129699,-1,1824940,1826283,4
930,astE,b1744,16129698,-1,1823979,1824947,5
931,xthA,b1749,16129703,1,1830452,1831258,1
932,ydjX,b1750,90111321,1,1831425,1832135,1
932,ydjY,b1751,90111322,1,1832140,1832817,2
932,ydjZ,b1752,16129706,1,1832832,1833539,3
932,ynjA,b1753,16129707,1,1833539,1834087,4
932,ynjB,b1754,90111323,1,1834097,1835263,5
932,ynjC,b1755,145698277,1,1835236,1836771,6
932,ynjD,b1756,16129710,1,1836771,1837424,7
933,ynjE,b1757,90111324,1,1837491,1838798,1
934,ynjF,b1758,90111325,-1,1838807,1839427,1
935,nudG,b1759,16129713,1,1839514,1839921,1
936,ynjH,b1760,16129714,-1,1839887,1840159,1
937,gdhA,b1761,16129715,1,1840395,1841738,1
938,ynjI,b1762,90111326,-1,1841855,1842895,1
939,selD,b1764,16129718,-1,1844989,1846032,1
939,topB,b1763,16129717,-1,1843023,1844984,2
940,ydjA,b1765,16129719,-1,1846149,1846700,1
941,sppA,b1766,16129720,1,1846861,1848717,1
942,ansA,b1767,16129721,1,1848884,1849900,1
942,pncA,b1768,90111327,1,1849911,1850552,2
943,ydjF,b1770,16129724,-1,1852120,1852878,1
943,ydjE,b1769,16129723,-1,1850645,1852003,2
944,ydjL,b1776,16129730,-1,1858280,1859356,1
944,ydjK,b1775,16129729,-1,1856874,1858253,2
944,ydjJ,b1774,16129728,-1,1855814,1856857,3
944,ydjI,b1773,16129727,-1,1854957,1855793,4
944,ydjH,b1772,90111328,-1,1854005,1854952,5
944,ydjG,b1771,16129725,-1,1853015,1853995,6
945,msrB,b1778,16129732,-1,1860040,1860453,1
945,yeaC,b1777,90111329,-1,1859726,1859998,2
946,gapA,b1779,16129733,1,1860795,1861790,1
947,yeaD,b1780,90111330,1,1861874,1862758,1
948,yeaE,b1781,16129735,-1,1862806,1863660,1
949,mipA,b1782,16129736,-1,1863750,1864496,1
950,yeaG,b1783,16129737,1,1864932,1866866,1
950,yeaH,b1784,16129738,1,1866979,1868262,2
951,yeaI,b1785,16129739,1,1868409,1869884,1
952,yeaJ,b1786,90111331,1,1870065,1871555,1
952,yeaK,b1787,16129741,1,1871598,1872101,2
953,yoaI,b1788,90111332,-1,1872102,1872206,1
954,yeaL,b1789,16129743,1,1872376,1872822,1
955,yeaM,b1790,16129744,-1,1872779,1873600,1
956,yeaN,b1791,16129745,1,1873697,1874878,1
956,yeaO,b1792,90111333,1,1874933,1875280,2
957,yoaF,b1793,16129747,-1,1875302,1875556,1
958,yeaP,b1794,90111334,1,1875739,1876764,1
